student_id,name,gender,grade,subject,marks,attendance_%,study_hours_per_week,test_preparation,parental_education
STU1163,Neha Kapoor,Male,11,Mathematics,88.9,78.6,2.3,Occasional,PhD
STU1000,Reyansh Iyer,Male,11,English,93.2,88.8,1.5,None,Master's
STU1045,Aarohi Nair,Female,12,Computer Science,84.3,87.0,1.6,None,PhD
STU1225,Saanvi Verma,Male,9,English,94.1,100.0,3.0,Regular,High School
STU1289,Myra Reddy,Male,9,Science,82.4,75.0,5.9,None,Bachelor's
STU1015,Arjun Singh,Male,9,Science,65.7,73.6,4.4,Occasional,Bachelor's
STU1278,Aryan Verma,Female,11,Mathematics,86.6,100.0,4.3,Occasional,Bachelor's
STU1203,Ananya Kumar,Male,9,Science,90.2,80.0,2.9,Regular,Master's
STU1294,Neha Mehta,Male,11,Social Studies,61.7,71.1,0.8,None,Master's
STU1074,Ananya Chopra,Female,9,Science,80.5,86.8,3.2,None,High School
STU1036,Myra Singh,Female,12,Mathematics,89.4,82.2,5.3,Occasional,Bachelor's
STU1215,Priya Iyer,Male,11,Computer Science,91.8,76.4,4.6,Occasional,Bachelor's
STU1295,Simran Rao,Female,12,Science,83.8,86.8,2.7,Occasional,High School
STU1188,Arjun Kumar,Female,11,Science,69.2,75.1,2.9,Regular,High School
STU1115,Krishna Rao,Male,10,English,62.7,72.1,2.5,Regular,PhD
STU1163,Neha Kapoor,Male,11,Computer Science,91.3,78.6,2.3,Occasional,PhD
STU1219,Krishna Sharma,Male,11,Social Studies,86.5,96.8,4.3,Occasional,High School
STU1223,Ananya Chopra,Female,11,Science,92.9,100.0,4.8,None,Bachelor's
STU1258,Zara Reddy,Male,12,English,73.1,92.3,2.9,None,Master's
STU1256,Kabir Singh,Male,10,Social Studies,45.0,77.7,0.0,Regular,High School
STU1012,Ishaan Kumar,Male,11,English,82.0,99.6,4.6,None,Master's
STU1117,Myra Mehta,Female,11,Computer Science,82.4,75.1,3.5,None,High School
STU1177,Saanvi Gupta,Male,9,Science,75.7,100.0,4.5,Occasional,Master's
STU1193,Diya Joshi,Male,10,Social Studies,86.7,67.1,6.0,Occasional,Master's
STU1225,Saanvi Verma,Male,9,Mathematics,95.6,100.0,3.0,Regular,High School
STU1157,Saanvi Verma,Male,10,Mathematics,82.1,97.7,4.2,Regular,High School
STU1230,Aryan Chopra,Male,12,Science,77.4,72.5,3.8,Regular,Bachelor's
STU1062,Aryan Nair,Female,9,Science,71.8,86.7,1.3,Regular,High School
STU1241,Zara Gupta,Female,9,Mathematics,66.3,89.2,2.4,Regular,Bachelor's
STU1060,Arjun Kumar,Female,10,Science,69.1,74.1,1.9,Occasional,Master's
STU1144,Aarohi Kapoor,Female,11,English,75.7,100.0,4.1,Occasional,High School
STU1137,Zara Kapoor,Male,11,Computer Science,84.6,87.0,4.1,Regular,High School
STU1162,Saanvi Desai,Female,9,English,98.8,80.3,3.5,Occasional,PhD
STU1007,Tanvi Mehta,Female,12,English,74.8,76.6,4.1,Occasional,Master's
STU1070,Sai Nair,Male,10,Social Studies,88.8,78.2,6.1,Occasional,PhD
STU1276,Reyansh Chopra,Male,11,English,70.4,54.6,4.3,Occasional,Master's
STU1142,Yash Kapoor,Female,10,Computer Science,94.7,94.0,2.7,Regular,High School
STU1196,Rohan Kumar,Male,12,Mathematics,73.2,85.9,1.1,Regular,High School
STU1047,Kiara Sharma,Male,9,Science,78.8,95.7,2.0,None,Master's
STU1270,Vivaan Joshi,Male,12,Social Studies,99.7,98.1,6.5,None,Bachelor's
STU1192,Ira Joshi,Female,11,English,81.4,80.7,0.8,Occasional,High School
STU1238,Ira Verma,Male,12,Computer Science,77.1,67.5,4.8,Occasional,PhD
STU1145,Aryan Mehta,Female,11,Computer Science,78.6,80.8,3.9,None,High School
STU1282,Ishaan Singh,Female,12,Mathematics,73.6,85.7,4.5,None,Bachelor's
STU1234,Riya Iyer,Male,9,Science,72.9,78.0,0.0,None,High School
STU1099,Ishaan Desai,Female,12,Computer Science,87.4,81.7,4.2,Regular,Bachelor's
STU1248,Priya Mehta,Female,12,Science,58.8,76.5,1.0,None,Bachelor's
STU1110,Reyansh Singh,Male,9,Social Studies,61.2,67.2,5.2,Occasional,Bachelor's
STU1011,Anika Singh,Male,11,Mathematics,89.6,94.8,6.3,None,High School
STU1060,Arjun Kumar,Female,10,English,68.6,74.1,1.9,Occasional,Master's
STU1158,Vihaan Gupta,Male,12,Computer Science,81.6,91.8,2.6,Regular,Bachelor's
STU1057,Kabir Kapoor,Male,11,Science,81.2,65.0,1.7,None,Master's
STU1229,Zara Nair,Female,10,Mathematics,88.4,86.4,6.2,None,Master's
STU1043,Kiara Joshi,Female,10,Computer Science,76.4,78.2,3.9,Regular,High School
STU1180,Dev Reddy,Female,10,Mathematics,80.3,78.0,4.5,Regular,PhD
STU1198,Kiara Verma,Female,9,Mathematics,81.6,97.2,5.6,Occasional,High School
STU1205,Kabir Chopra,Male,9,Social Studies,78.7,86.6,3.2,Occasional,High School
STU1186,Vivaan Kumar,Male,11,Computer Science,100.0,82.8,4.2,None,High School
STU1077,Reyansh Chopra,Male,9,English,80.5,93.8,2.6,Occasional,High School
STU1060,Arjun Kumar,Female,10,Computer Science,68.1,74.1,1.9,Occasional,Master's
STU1078,Riya Verma,Male,10,Mathematics,71.7,87.9,4.3,Regular,High School
STU1148,Rohan Joshi,Female,10,Social Studies,92.7,95.2,2.5,Regular,High School
STU1070,Sai Nair,Male,10,English,95.9,78.2,6.1,Occasional,PhD
STU1047,Kiara Sharma,Male,9,Mathematics,79.4,95.7,2.0,None,Master's
STU1255,Simran Joshi,Male,11,Mathematics,66.7,95.2,4.3,Regular,High School
STU1096,Aadhya Verma,Female,11,Mathematics,85.8,100.0,3.0,Regular,Bachelor's
STU1113,Ishaan Sharma,Female,9,English,79.7,82.6,3.9,Regular,PhD
STU1251,Priya Kumar,Male,10,Computer Science,80.0,83.9,2.8,None,Bachelor's
STU1278,Aryan Verma,Female,11,Computer Science,100.0,100.0,4.3,Occasional,Bachelor's
STU1234,Riya Iyer,Male,9,English,76.2,78.0,0.0,None,High School
STU1024,Anika Sharma,Male,12,Mathematics,98.7,79.7,6.3,Regular,High School
STU1257,Simran Patel,Female,9,Computer Science,62.7,71.1,4.1,None,High School
STU1204,Kiara Mehta,Female,10,Computer Science,89.6,100.0,4.3,None,Bachelor's
STU1185,Ira Patel,Female,12,Science,82.3,93.1,4.2,None,Bachelor's
STU1103,Anika Gupta,Female,12,Mathematics,100.0,93.3,3.7,None,High School
STU1044,Arjun Kapoor,Male,11,Social Studies,90.5,85.6,2.3,None,Bachelor's
STU1221,Dev Desai,Female,11,Mathematics,58.8,64.0,5.5,Regular,High School
STU1122,Aryan Rao,Female,10,Social Studies,52.7,92.8,2.1,Regular,High School
STU1168,Aryan Reddy,Male,11,Social Studies,71.2,79.9,0.0,Regular,Bachelor's
STU1010,Sai Reddy,Male,11,English,76.4,96.1,2.6,None,High School
STU1275,Vihaan Nair,Male,11,Social Studies,86.8,99.4,3.8,Regular,PhD
STU1097,Aadhya Joshi,Male,11,Mathematics,89.3,88.1,7.7,Occasional,Bachelor's
STU1286,Aarav Nair,Male,11,Mathematics,77.6,89.1,1.0,Occasional,Bachelor's
STU1163,Neha Kapoor,Male,11,Social Studies,88.8,78.6,2.3,Occasional,PhD
STU1031,Arjun Patel,Female,9,Mathematics,100.0,77.6,5.4,Occasional,Master's
STU1120,Ananya Nair,Male,9,Mathematics,78.6,63.9,4.5,Occasional,Bachelor's
STU1240,Rohan Kumar,Female,12,Mathematics,92.9,87.0,5.1,Regular,Master's
STU1049,Arjun Chopra,Male,12,Social Studies,85.1,100.0,2.7,Occasional,Master's
STU1152,Ananya Sharma,Male,9,Science,72.5,67.2,3.2,Regular,Bachelor's
STU1273,Neha Rao,Male,10,Science,56.1,78.2,0.0,None,High School
STU1108,Aadhya Reddy,Female,9,English,71.0,89.2,2.1,Occasional,High School
STU1158,Vihaan Gupta,Male,12,Social Studies,79.7,91.8,2.6,Regular,Bachelor's
STU1217,Ananya Desai,Female,9,Computer Science,60.3,63.2,4.7,None,Bachelor's
STU1125,Vihaan Kapoor,Male,9,Social Studies,75.1,90.8,4.9,None,Bachelor's
STU1030,Tanvi Mehta,Male,9,Mathematics,80.3,84.4,2.6,None,High School
STU1058,Sai Kapoor,Male,10,Science,76.1,88.1,2.9,Occasional,Master's
STU1076,Zara Nair,Male,10,Science,83.2,87.3,2.7,None,PhD
STU1137,Zara Kapoor,Male,11,Science,94.3,87.0,4.1,Regular,High School
STU1179,Rohan Kapoor,Male,11,English,76.4,67.9,6.0,None,High School
STU1170,Zara Kumar,Male,12,Computer Science,81.0,86.7,2.7,None,Master's
STU1298,Ishaan Joshi,Male,9,Social Studies,100.0,89.5,4.2,Occasional,Bachelor's
STU1228,Simran Iyer,Female,10,English,63.1,75.7,3.3,Occasional,PhD
STU1252,Myra Patel,Male,9,Computer Science,69.9,81.0,3.6,Occasional,PhD
STU1178,Ishaan Kapoor,Female,10,Science,64.0,83.1,1.5,Regular,High School
STU1299,Kiara Desai,Female,11,Science,65.0,74.0,3.1,Occasional,Bachelor's
STU1123,Aditya Rao,Male,10,Mathematics,80.9,99.0,4.1,Occasional,Bachelor's
STU1030,Tanvi Mehta,Male,9,Computer Science,84.3,84.4,2.6,None,High School
STU1298,Ishaan Joshi,Male,9,Science,99.0,89.5,4.2,Occasional,Bachelor's
STU1064,Arjun Reddy,Female,10,English,75.1,93.8,4.0,Occasional,PhD
STU1231,Myra Patel,Male,12,English,96.4,85.5,3.0,Occasional,Bachelor's
STU1016,Simran Rao,Female,10,English,94.6,97.6,5.4,None,Master's
STU1102,Aadhya Iyer,Female,9,English,64.3,72.8,2.5,None,Master's
STU1228,Simran Iyer,Female,10,Science,73.1,75.7,3.3,OCCASIONAL  ,PhD
STU1185,Ira Patel,Female,12,Computer Science,75.4,93.1,4.2,None,Bachelor's
STU1244,Priya Chopra,Male,12,Social Studies,83.4,90.4,3.4,None,High School
STU1002,Ira Patel,Male,9,Mathematics,89.9,96.4,2.4,None,High School
STU1166,Reyansh Sharma,Male,9,Science,91.2,79.3,6.2,None,High School
STU1006,Rohan Mehta,Male,11,English,77.2,97.5,0.9,Occasional,High School
STU1082,Rohan Singh,Female,10,Social Studies,70.8,85.5,1.9,None,High School
STU1116,Aarohi Desai,Female,12,Mathematics,82.9,83.6,3.1,Regular,High School
STU1231,Myra Patel,Male,12,Computer Science,96.2,85.5,3.0,Occasional,Bachelor's
STU1284,Aryan Patel,Female,10,Social Studies,80.1,94.9,2.4,Occasional,High School
STU1122,Aryan Rao,Female,10,Computer Science,66.1,92.8,2.1,Regular,High School
STU1209,Dev Desai,Female,11,Mathematics,82.0,86.4,4.6,None,High School
STU1202,Ananya Verma,Female,12,Computer Science,81.0,95.7,3.0,Occasional,High School
STU1017,Aarav Singh,Female,10,Computer Science,65.5,71.2,3.5,Regular,Master's
STU1254,Diya Kumar,Female,10,Mathematics,76.2,78.8,3.7,None,High School
STU1120,Ananya Nair,Male,9,Science,84.1,63.9,4.5,Occasional,Bachelor's
STU1026,Aadhya Chopra,Female,10,Social Studies,85.7,85.9,0.7,Occasional,Bachelor's
STU1111,Arjun Chopra,Female,9,Mathematics,78.6,80.3,2.9,Occasional,High School
STU1206,Dev Kumar,Male,9,Science,68.6,91.6,4.4,None,Bachelor's
STU1234,Riya Iyer,Male,9,Social Studies,81.0,78.0,0.0,None,High School
STU1064,Arjun Reddy,Female,10,Mathematics,85.4,93.8,4.0,Occasional,PhD
STU1263,Tanvi Iyer,Female,10,Computer Science,100.0,87.2,6.9,Occasional,High School
STU1259,Zara Joshi,Male,10,English,93.5,95.7,2.9,None,Bachelor's
STU1126,Sai Desai,Female,12,Computer Science,82.0,100.0,6.9,None,Bachelor's
STU1110,Reyansh Singh,Male,9,English,64.5,67.2,5.2,OCCASIONAL  ,Bachelor's
STU1211,Aarohi Gupta,Male,10,Mathematics,86.5,84.5,1.2,Occasional,Bachelor's
STU1233,Simran Mehta,Male,11,Science,74.9,,5.7,Regular,Master's
STU1159,Arjun Iyer,Female,11,Science,78.9,64.7,3.3,Occasional,High School
STU1249,Tanvi Kapoor,Female,9,Science,62.4,78.5,2.9,Occasional,High School
STU1255,Simran Joshi,Male,11,English,72.0,95.2,4.3,Regular,High School
STU1034,Anika Verma,Female,10,Computer Science,92.0,79.6,4.0,Occasional,Bachelor's
STU1153,Diya Verma,Female,11,Science,86.3,80.7,5.4,Occasional,Bachelor's
STU1049,Arjun Chopra,Male,12,Mathematics,85.6,100.0,2.7,Occasional,Master's
STU1216,Priya Iyer,Female,9,Mathematics,79.9,97.7,2.1,OCCASIONAL  ,Bachelor's
STU1259,Zara Joshi,Male,10,Science,100.0,95.7,2.9,None,Bachelor's
STU1029,Aarav Nair,Female,10,Mathematics,66.1,83.3,1.8,Occasional,Bachelor's
STU1018,Priya Rao,Female,9,Mathematics,100.0,98.1,2.7,None,High School
STU1136,Aryan Gupta,Female,9,English,83.0,85.1,4.4,Occasional,Master's
STU1062,Aryan Nair,Female,9,Mathematics,63.0,86.7,1.3,Regular,High School
STU1018,Priya Rao,Female,9,Social Studies,100.0,98.1,2.7,None,High School
STU1290,Myra Joshi,Male,11,Mathematics,88.4,86.1,0.8,None,High School
STU1184,Ananya Singh,Male,9,Computer Science,80.8,96.5,2.1,None,Bachelor's
STU1252,Myra Patel,Male,9,Social Studies,66.3,81.0,3.6,Occasional,PhD
STU1207,Aryan Nair,Female,11,Mathematics,86.8,80.3,3.5,Regular,Master's
STU1048,Kiara Desai,Male,9,Social Studies,73.5,88.0,3.8,None,Bachelor's
STU1222,Neha Iyer,Female,11,Science,62.0,68.2,0.8,Occasional,Master's
STU1042,Dev Kumar,Male,11,Computer Science,87.0,84.4,4.0,None,Bachelor's
STU1199,Vivaan Kapoor,Male,9,Social Studies,77.8,66.6,1.1,None,Bachelor's
STU1170,Zara Kumar,Male,12,Social Studies,77.5,86.7,2.7,None,Master's
STU1085,Anika Reddy,Female,11,Mathematics,89.3,85.5,7.4,Regular,High School
STU1262,Rohan Desai,Male,10,Computer Science,82.3,88.9,5.4,None,High School
STU1045,Aarohi Nair,Female,12,Science,80.7,87.0,1.6,None,PhD
STU1244,Priya Chopra,Male,12,Science,84.5,90.4,3.4,None,High School
STU1000,Reyansh Iyer,Male,11,Mathematics,93.2,88.8,1.5,None,Master's
STU1080,Zara Kapoor,Male,9,Science,63.0,66.0,4.2,None,Bachelor's
STU1220,Saanvi Reddy,Female,10,Social Studies,100.0,95.7,4.6,Regular,Master's
STU1016,Simran Rao,Female,10,Computer Science,100.0,97.6,5.4,None,Master's
STU1032,Aditya Nair,Male,9,English,76.8,100.0,2.3,None,Master's
STU1022,Simran Iyer,Female,12,Computer Science,84.6,100.0,2.4,Occasional,Bachelor's
STU1134,Aditya Reddy,Male,12,Mathematics,68.0,82.5,2.0,Occasional,Bachelor's
STU1228,Simran Iyer,Female,10,Social Studies,63.7,75.7,3.3,Occasional,PhD
STU1177,Saanvi Gupta,Male,9,Computer Science,76.5,100.0,4.5,Occasional,Master's
STU1125,Vihaan Kapoor,Male,9,Mathematics,79.7,90.8,4.9,None,Bachelor's
STU1292,Riya Patel,Female,10,Computer Science,87.2,87.3,4.5,None,Bachelor's
STU1190,Ishaan Desai,Female,10,English,97.9,100.0,2.9,Regular,Bachelor's
STU1161,Neha Gupta,Female,9,English,81.5,99.3,1.4,Regular,Master's
STU1051,Priya Kumar,Female,11,Social Studies,100.0,83.9,1.4,Regular,Master's
STU1124,Dev Iyer,Female,12,Computer Science,82.1,92.1,5.3,None,Bachelor's
STU1165,Sai Mehta,Female,10,Science,71.1,90.1,4.6,Occasional,Master's
STU1046,Zara Gupta,Male,9,Computer Science,97.6,100.0,4.0,None,Master's
STU1027,Rohan Rao,Male,11,Mathematics,77.8,100.0,1.9,None,Bachelor's
STU1123,Aditya Rao,Male,10,Science,96.1,99.0,4.1,Occasional,Bachelor's
STU1167,Aadhya Iyer,Male,12,Science,96.7,76.7,6.7,Occasional,High School
STU1168,Aryan Reddy,Male,11,English,74.8,79.9,0.0,Regular,Bachelor's
STU1191,Riya Nair,Male,9,Computer Science,73.1,92.6,1.3,Occasional,Master's
STU1118,Diya Gupta,Female,9,English,87.4,78.0,5.0,Regular,Bachelor's
STU1068,Aditya Chopra,Female,12,Social Studies,46.0,75.8,1.7,None,High School
STU1256,Kabir Singh,Male,10,Mathematics,39.3,77.7,0.0,Regular,High School
STU1058,Sai Kapoor,Male,10,Social Studies,83.3,88.1,2.9,Occasional,Master's
STU1072,Priya Verma,Female,9,Computer Science,38.9,87.7,2.6,Regular,High School
STU1035,Aarohi Mehta,Female,12,Social Studies,49.5,71.2,3.2,Occasional,High School
STU1131,Meera Verma,Female,10,Computer Science,100.0,100.0,3.6,Regular,Bachelor's
STU1199,Vivaan Kapoor,Male,9,Science,80.6,66.6,1.1,None,Bachelor's
STU1002,Ira Patel,Male,9,Computer Science,91.0,96.4,2.4,None,High School
STU1222,Neha Iyer,Female,11,Mathematics,75.2,68.2,0.8,Occasional,Master's
STU1033,Aryan Reddy,Male,11,Mathematics,73.2,90.0,2.7,Regular,High School
STU1281,Anika Mehta,Male,9,Science,78.1,73.9,0.0,Regular,Master's
STU1011,Anika Singh,Male,11,Computer Science,86.9,94.8,6.3,None,High School
STU1141,Anika Gupta,Male,10,Computer Science,83.0,83.4,5.5,Occasional,Bachelor's
STU1135,Kiara Kapoor,Female,10,Science,73.4,77.3,1.0,Occasional,High School
STU1156,Meera Desai,Male,10,Mathematics,57.0,97.9,2.8,None,High School
STU1084,Priya Desai,Male,11,Computer Science,72.3,87.5,2.8,None,Bachelor's
STU1058,Sai Kapoor,Male,10,English,91.4,88.1,2.9,Occasional,Master's
STU1213,Neha Singh,Female,11,Mathematics,83.3,82.7,5.2,Occasional,High School
STU1267,Myra Gupta,Female,10,English,78.3,61.2,3.2,None,Bachelor's
STU1065,Ira Singh,Female,11,Computer Science,83.0,85.3,2.4,Occasional,PhD
STU1085,Anika Reddy,Female,11,Computer Science,97.6,85.5,7.4,Regular,High School
STU1202,Ananya Verma,Female,12,English,92.7,95.7,3.0,Occasional,High School
STU1015,Arjun Singh,Male,9,Computer Science,79.3,73.6,4.4,Occasional,Bachelor's
STU1210,Aarav Chopra,Female,10,English,85.9,96.1,4.1,Occasional,Bachelor's
STU1187,Kabir Chopra,Female,11,English,70.1,77.9,2.4,None,Master's
STU1166,Reyansh Sharma,Male,9,Computer Science,79.5,79.3,6.2,None,High School
STU1149,Saanvi Sharma,Female,12,Computer Science,76.5,70.8,3.3,Regular,Master's
STU1178,Ishaan Kapoor,Female,10,Mathematics,74.1,83.1,1.5,Regular,High School
STU1050,Krishna Patel,Male,10,Computer Science,75.9,71.5,4.0,Occasional,PhD
STU1292,Riya Patel,Female,10,Social Studies,98.6,87.3,4.5,None,Bachelor's
STU1221,Dev Desai,Female,11,Social Studies,55.5,64.0,5.5,Regular,High School
STU1027,Rohan Rao,Male,11,Science,76.7,100.0,1.9,None,Bachelor's
STU1227,Kabir Kapoor,Female,12,Mathematics,82.7,100.0,4.3,Occasional,High School
STU1170,Zara Kumar,Male,12,English,80.8,86.7,2.7,None,Master's
STU1144,Aarohi Kapoor,Female,11,Social Studies,78.4,100.0,4.1,Occasional,High School
STU1171,Ishaan Chopra,Female,9,Computer Science,84.9,92.5,3.2,Regular,Master's
STU1193,Diya Joshi,Male,10,Computer Science,87.1,67.1,6.0,Occasional,Master's
STU1099,Ishaan Desai,Female,12,Science,95.5,81.7,4.2,Regular,Bachelor's
STU1190,Ishaan Desai,Female,10,Mathematics,98.5,100.0,2.9,Regular,Bachelor's
STU1161,Neha Gupta,Female,9,Mathematics,90.0,99.3,1.4,Regular,Master's
STU1025,Kiara Nair,Male,11,Computer Science,85.8,80.9,4.6,Occasional,Bachelor's
STU1067,Aditya Joshi,Male,10,English,59.2,78.9,5.4,Regular,Bachelor's
STU1298,Ishaan Joshi,Male,9,English,97.8,89.5,4.2,Occasional,Bachelor's
STU1121,Aarav Iyer,Female,11,Social Studies,73.1,88.1,1.8,Regular,Bachelor's
STU1229,Zara Nair,Female,10,Social Studies,84.3,86.4,6.2,None,Master's
STU1039,Ananya Desai,Female,9,Mathematics,74.4,74.5,4.3,None,Master's
STU1295,Simran Rao,Female,12,Social Studies,81.2,86.8,2.7,Occasional,High School
STU1181,Reyansh Sharma,Male,12,Computer Science,68.0,81.2,1.2,Regular,Bachelor's
STU1116,Aarohi Desai,Female,12,Computer Science,91.0,83.6,3.1,Regular,High School
STU1020,Myra Kumar,Female,9,Social Studies,76.7,97.4,7.3,Occasional,High School
STU1276,Reyansh Chopra,Male,11,Computer Science,72.5,54.6,4.3,Occasional,Master's
STU1292,Riya Patel,Female,10,Mathematics,89.2,87.3,4.5,None,Bachelor's
STU1143,Krishna Sharma,Female,9,Computer Science,72.4,94.6,6.8,Occasional,High School
STU1176,Aditya Chopra,Male,9,Computer Science,94.9,83.7,6.5,Occasional,High School
STU1155,Sai Sharma,Male,12,Science,78.9,71.6,5.6,Regular,High School
STU1169,Sai Singh,Female,11,Computer Science,78.9,55.7,4.7,Occasional,High School
STU1178,Ishaan Kapoor,Female,10,Computer Science,63.1,83.1,1.5,Regular,High School
STU1045,Aarohi Nair,Female,12,English,81.9,87.0,1.6,None,PhD
STU1281,Anika Mehta,Male,9,Social Studies,78.9,73.9,0.0,Regular,Master's
STU1025,Kiara Nair,Male,11,Science,89.9,80.9,4.6,Occasional,Bachelor's
STU1081,Zara Verma,Female,11,Mathematics,77.9,94.4,1.4,None,Bachelor's
STU1155,Sai Sharma,Male,12,Mathematics,78.9,71.6,5.6,Regular,High School
STU1164,Aarav Iyer,Male,10,Science,85.4,76.6,6.3,None,High School
STU1142,Yash Kapoor,Female,10,Science,98.3,94.0,2.7,Regular,High School
STU1282,Ishaan Singh,Female,12,English,75.0,85.7,4.5,None,Bachelor's
STU1212,Neha Reddy,Female,9,Mathematics,82.4,77.5,5.5,Occasional,Bachelor's
STU1232,Sai Singh,Female,9,Social Studies,72.5,78.5,2.4,Regular,High School
STU1060,Arjun Kumar,Female,10,Social Studies,75.9,74.1,1.9,Occasional,Master's
STU1053,Sai Nair,Female,9,English,70.3,72.8,1.1,Occasional,Bachelor's
STU1109,Ira Nair,Male,10,Mathematics,73.9,78.2,5.8,None,Bachelor's
STU1042,Dev Kumar,Male,11,English,80.8,84.4,4.0,None,Bachelor's
STU1179,Rohan Kapoor,Male,11,Science,66.1,67.9,6.0,None,High School
STU1183,Anika Chopra,Female,9,Science,82.3,70.5,5.3,None,Bachelor's
STU1135,Kiara Kapoor,Female,10,Mathematics,76.2,77.3,1.0,Occasional,High School
STU1162,Saanvi Desai,Female,9,Computer Science,88.6,80.3,3.5,Occasional,PhD
STU1068,Aditya Chopra,Female,12,English,49.3,75.8,1.7,None,High School
STU1109,Ira Nair,Male,10,Computer Science,73.8,78.2,5.8,None,Bachelor's
STU1242,Kabir Singh,Male,10,Computer Science,81.0,93.6,3.0,Occasional,Bachelor's
STU1193,Diya Joshi,Male,10,Science,85.5,67.1,6.0,Occasional,Master's
STU1059,Ishaan Reddy,Female,11,Mathematics,100.0,88.6,6.4,None,Bachelor's
STU1139,Aryan Sharma,Male,12,Mathematics,83.5,74.2,6.2,Regular,Bachelor's
STU1014,Krishna Joshi,Male,10,Social Studies,82.1,99.1,6.0,Regular,Bachelor's
STU1121,Aarav Iyer,Female,11,Mathematics,79.0,88.1,1.8,Regular,Bachelor's
STU1020,Myra Kumar,Female,9,Computer Science,74.9,97.4,7.3,Occasional,High School
STU1129,Kabir Iyer,Female,9,Mathematics,80.5,94.4,7.2,None,Master's
STU1293,Sai Gupta,Female,11,English,71.4,75.0,4.1,Occasional,Bachelor's
STU1208,Dev Chopra,Male,11,Mathematics,86.3,96.0,5.3,Occasional,High School
STU1087,Kiara Sharma,Male,10,Computer Science,63.7,78.4,6.0,Regular,Master's
STU1203,Ananya Kumar,Male,9,Computer Science,90.8,80.0,2.9,Regular,Master's
STU1018,Priya Rao,Female,9,Science,92.0,98.1,2.7,None,High School
STU1222,Neha Iyer,Female,11,English,76.1,68.2,0.8,Occasional,Master's
STU1287,Priya Singh,Female,9,Mathematics,81.5,78.6,4.1,None,Bachelor's
STU1181,Reyansh Sharma,Male,12,Social Studies,64.3,81.2,1.2,Regular,Bachelor's
STU1020,Myra Kumar,Female,9,English,81.3,97.4,7.3,Occasional,High School
STU1047,Kiara Sharma,Male,9,Social Studies,73.6,95.7,2.0,None,Master's
STU1254,Diya Kumar,Female,10,Computer Science,76.9,78.8,3.7,None,High School
STU1188,Arjun Kumar,Female,11,English,59.6,75.1,2.9,Regular,High School
STU1187,Kabir Chopra,Female,11,Social Studies,76.7,77.9,2.4,None,Master's
STU1236,Kabir Patel,Female,12,Science,95.1,93.3,2.1,None,High School
STU1001,Diya Kumar,Male,11,Mathematics,64.9,74.1,0.1,None,Bachelor's
STU1271,Saanvi Kumar,Male,10,Social Studies,76.1,92.5,3.8,Regular,High School
STU1193,Diya Joshi,Male,10,Mathematics,93.3,67.1,6.0,Occasional,Master's
STU1003,Rohan Iyer,Female,9,Social Studies,75.6,93.9,0.0,Regular,PhD
STU1024,Anika Sharma,Male,12,Science,93.8,79.7,6.3,Regular,High School
STU1132,Rohan Verma,Female,12,Science,75.6,97.0,2.0,Regular,Bachelor's
STU1252,Myra Patel,Male,9,English,77.9,81.0,3.6,Occasional,PhD
STU1054,Dev Gupta,Male,12,Computer Science,83.8,78.4,2.5,None,Master's
STU1086,Meera Singh,Female,9,Social Studies,82.1,100.0,0.7,Occasional,High School
STU1162,Saanvi Desai,Female,9,Science,89.3,80.3,3.5,Occasional,PhD
STU1279,Simran Rao,Male,11,Computer Science,68.1,74.7,4.5,Occasional,Bachelor's
STU1282,Ishaan Singh,Female,12,Social Studies,66.2,85.7,4.5,None,Bachelor's
STU1036,Myra Singh,Female,12,Science,83.7,82.2,5.3,Occasional,Bachelor's
STU1036,Myra Singh,Female,12,Computer Science,86.6,82.2,5.3,Occasional,Bachelor's
STU1081,Zara Verma,Female,11,Science,,94.4,1.4,None,Bachelor's
STU1173,Diya Desai,Male,10,Mathematics,51.5,82.3,1.7,None,High School
STU1104,Myra Rao,Female,10,Mathematics,72.4,99.8,2.2,Occasional,Bachelor's
STU1200,Myra Reddy,Male,10,Social Studies,87.5,83.3,1.9,Occasional,High School
STU1076,Zara Nair,Male,10,Mathematics,69.3,87.3,2.7,None,PhD
STU1085,Anika Reddy,Female,11,English,86.0,85.5,7.4,Regular,High School
STU1015,Arjun Singh,Male,9,Social Studies,66.6,73.6,4.4,Occasional,Bachelor's
STU1201,Riya Chopra,Female,11,Computer Science,75.8,75.6,4.7,Regular,High School
STU1294,Neha Mehta,Male,11,Computer Science,64.5,71.1,0.8,None,Master's
STU1121,Aarav Iyer,Female,11,English,66.2,88.1,1.8,Regular,Bachelor's
STU1266,Krishna Joshi,Female,11,Science,83.9,87.1,1.4,None,Master's
STU1297,Simran Gupta,Female,9,Computer Science,79.0,99.3,5.0,Occasional,High School
STU1272,Ananya Desai,Male,10,Computer Science,68.1,84.2,2.0,None,Master's
STU1211,Aarohi Gupta,Male,10,English,85.9,84.5,1.2,Occasional,Bachelor's
STU1218,Meera Sharma,Female,9,Science,80.3,81.5,0.3,Occasional,Master's
STU1220,Saanvi Reddy,Female,10,Science,94.9,95.7,4.6,Regular,Master's
STU1225,Saanvi Verma,Male,9,Computer Science,92.6,100.0,3.0,Regular,High School
STU1247,Anika Iyer,Male,9,Mathematics,74.6,73.4,1.7,None,Master's
STU1263,Tanvi Iyer,Female,10,English,100.0,87.2,6.9,Occasional,High School
